instagram_handle,caption,shortcode,city,state,likes,display_url
inigo.montoya,Started this squid life.  #Squidtattoo#piratetattoo#sleevetattoo #inkedgirls#tatuajes#tatuaje#tattoo#blackwork#blackworktattoo#realismtattoo#inkedup#tatted#tattoosofinstagram#tattooist#customtattoo#tattoos#inked#inkedup#chickswithtattoos#beardsandtattoos#girlswithtattoos#guyswithtattoos#neotraditional#blackandgrey#blackandgreytattoo#bnginksociety#inked#inkedgirls#ink#inkedlife#tats#inkmaster#inkmasterseason11 @paramountnetwork,BnSJjv7AsVo,Lockport,New York,651,https://instagram.fphl1-1.fna.fbcdn.net/vp/1ef30f18f0379dae836ed56596e33125/5C3518EC/t51.2885-15/e35/40585902_633370590389963_2641209869754957824_n.jpg
black_casket,"First time trying my @dankubin V6 Sidewinder.. kind of hard to get used to, but I think I’m gonna love it once I do!
.
Did this on my life partner 👬@dr._clouds .
.
.
.
.
.
#blackcaskettattoo #blacktattoo #inkedmag #topclasstattooing #workhorseirons #blackclawneedle #blackworkers #blackwork #btattooing #blxckink #thebesttattooartists #blackworkerssubmission #darkartists #darkartist #blkttt #tttism #blacktattooart #blacktattooworld #taot",BnC20NSHQlc,Scranton,Pennsylvania,649,https://instagram.fphl1-1.fna.fbcdn.net/vp/c7f666ede279b3c099a71dbe2594c6f5/5C38DEF0/t51.2885-15/e35/39779052_282933922435507_1837384642701819904_n.jpg
allsacredtattoo,Healed tattoo by @ariesrhysing made @allsacredtattoo,BnTvvl5HLif,Denver,Colorado,624,https://instagram.fphl1-1.fna.fbcdn.net/vp/237b20dfd71b23b01700bbb1eabe37ae/5C265A7F/t51.2885-15/e35/40471502_331889994053027_3894500130094579712_n.jpg
aquarianttt,"Healed , still in progress to @sashaanna 🧡
.
.
.
#freehand #tattoo #bw #tttism #blackwork",BnPb17OH-aR,Atlanta,Georgia,618,https://instagram.fphl1-1.fna.fbcdn.net/vp/faa3fad77d1acb88a01e1dc59b8c23ab/5C1BD3B9/t51.2885-15/e35/39699103_2212693148975170_433419293166665728_n.jpg
justin__wild,Design available to be tattooed. DM me if you’d like to have it! 💎⚡️,BnSJcUyHc3Q,Denver,Colorado,606,https://instagram.fphl1-1.fna.fbcdn.net/vp/d3441f81d05e03cb03dd9897116b93e0/5C1691B7/t51.2885-15/e35/38002874_324669381611922_6541362682868319694_n.jpg
lillyanchor,Thanks Marissa ✨ done at @thistleandsnowstudio ✨ to book an appointment in Los Angeles email me at lillyanchor@Gmail.com ✨ #botanical #botanicaltattoo #linework #blacktattoo #nyctattoo #newyorktattoo #losangelestattoo #latattoo #londontattoo #vegantattoo #veganink #btattooing #blacktattooart #darkartists #blackworkerssubmission #tttism #blackworkers #flowertattoo #inkstinctsubmission #tattoodo #poppytattoo #californiapoppy thightattoo,BnaCmgzHTUq,Los Angeles City Center,California,606,https://instagram.fphl1-1.fna.fbcdn.net/vp/9454808669b435c7900935a16359a6f1/5C1EB873/t51.2885-15/e35/40232249_247085549327314_5114366037816862082_n.jpg
noxttt,☀️ Only subsequently would come 'an enantiodromia; the nigredo gives way to the albedo ...the ever deepening descent into the unconscious suddenly becomes illumination from above',BnPDDVpjz42,Chicago,Illinois,605,https://instagram.fphl1-1.fna.fbcdn.net/vp/0ecfbea0a6ff207ada056a3db01fe336/5C2FF992/t51.2885-15/e35/39604619_293467191447302_6094697964712755200_n.jpg
inkbrambles,"Woody nightshade, based on an old botanical illustration. Thank you, Caroline! @blackoaktattoo #blackworkers #blackworkerssubmission #blackink #btattooing #blackwork #botanical",BnDCKEtno2u,Chicago,Illinois,594,https://instagram.fphl1-1.fna.fbcdn.net/vp/6a81df11790a3ff81893a7c4865652f2/5C383478/t51.2885-15/e35/39238021_523305718091535_3110264001480361944_n.jpg
fleurnoiretattoo,"By Andres @sticksanddots @abctattoo ➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕
#blackworkerssubmission #tttism #tattooartistmagazine #blxckink #inkedmag #darkartists #blacktattooart #tattoodo #radtattoos #equilattera #tattoo2me #btattooing #skinartmag #inkjunkeyz #thebesttattooartists #tattooistartmagazine #TAOT #brooklyn #williamsburg #bushwick #madeinbrooklyn #nyctattoo ##brooklyntattoo #onlyblackart #womanfacetattoo #finelinetattoo #buddha #buddhatattoo #namaste",BnUveXjFtg_,Brooklyn,New York,592,https://instagram.fphl1-1.fna.fbcdn.net/vp/02ed41a774697bdb2f5db4866e55d876/5C3A3A59/t51.2885-15/e35/40047820_547585655694382_7770169564490366976_n.jpg
tony_nos,🕊 @lakesidetattooco 🕊 available to be tattooed upon your skin should you request that of me...🥀,Bm_9uLFHCgs,Henrico,Virginia,562,https://instagram.fphl1-1.fna.fbcdn.net/vp/4ff7d3dbac045b11b8f4ee767c159176/5C23D08E/t51.2885-15/e35/37142089_2199172460366573_2571250444550537216_n.jpg
bayleyalexandra,In love w/ dis shot 🖤 by my best friend @danlippittphoto #reunitedin4days,Bnpa0eplgCU,New York,New York,561,https://instagram.fphl1-1.fna.fbcdn.net/vp/d39a28c55b4447b5e026597d304c57fc/5C2957C7/t51.2885-15/e35/40597617_321740311716095_3787890292959477760_n.jpg?_nc_eui2=AeE4-OvvfCz6kJ30w3NgC4zODjaX8es6Xf_93LKomHEeVYB9Hy9nanKTyVLEdtTrOxjmNV-4fVCyYR6fekLFhDiY
jackpoohvis,#inked #tattoo #blackwork #blackink #blackworkers #darkartists #btattooing #blacktattooart #blacktattoo #blacktattoomag #tattrx #tttism #equilattera #thinkbeforeuink #whickinkilike #tattootalents #blxckink #jackpoohvistattoo #nyc #brooklyn #williamsburg #spektraxion,BnpDqi1l6kn,Brooklyn,New York,519,https://instagram.fphl1-1.fna.fbcdn.net/vp/e7e21ab39909a235111e55000e918ae5/5C35EB2E/t51.2885-15/e35/40279122_237390160280267_3152278562826937848_n.jpg
inkanddaggertattoo,"@eddiestacey’s client and client’s wife were the reference for these awesome chaotic blackwork portraits! Eddie is currently scheduling consultations for new chaotic blackwork projects, so email us if you would like to get on his books! [link in bio]",Bnta40zh2AU,Roswell,Georgia,508,https://instagram.fphl1-1.fna.fbcdn.net/vp/c136e9349ac07528a2adf8016a547f3b/5C369688/t51.2885-15/e35/41445638_502245300202695_9068566962457828670_n.jpg
onewhomakestiles,"Thank you Sophia for coming in yesterday 🙌🏼 Email: Tylerrosenfeld@yahoo.com for inquiries ➕
➕
➕
➕
➕
➕
#mandalatattoo #blackwork #sacredgeometrytattoo #sanluisobispo #dotwork #dotworktattoo #tattoos #linework #tattoo #mandala #geometrictattoos #arizona #sandiego #sanjose #geometrictattoo #stippling 
#bayarea #lasvegas #fresno #visalia #tulare",BnbfObNA4xM,Tulare,California,499,https://instagram.fphl1-1.fna.fbcdn.net/vp/ed2f147aaa05cf9375d87bb76a886ca4/5C23B793/t51.2885-15/e35/39981236_928357584021311_8939643089620124589_n.jpg
2anthony7,#starwars #xwing #tattoo #tattoos #tattooartist #blackwork #blackworkers #blackworkerssubmission #az #arizona #aztattoo #phx #phoenix #phoenixtattoo #dtphx #downtownphoenix #27 #27tattoo #27tattoostudio #27tattoostudio_phx #lefty #tatsoul #blackclaw #tattoosnob #art #artwork #artlife #aztattooartist,BnPGgnXlIxc,Phoenix,Arizona,497,https://instagram.fphl1-1.fna.fbcdn.net/vp/a706ac79c463d5d6202dce3c48ffb971/5C1B2496/t51.2885-15/e35/40361422_676137226088234_1278945100726009856_n.jpg
tornepages,"Girl lost in the void
.
.
.
✫ words & art © k. torne
✩ follow @tornepages & turned notifications ON ✬ the image without text is free to use as long as i’m tagged as the artist
✭ #ktorne .
.
.
Image description: girl with only chest, face, and upper right arm viable as the rest of her fades into a black background.
.
.
.",BnXKEuPlkXP,Brooklyn,New York,494,https://instagram.fphl1-1.fna.fbcdn.net/vp/e193f63f49d90cbe890bd164ac8c24bd/5C1FA183/t51.2885-15/e35/37517869_2090194874631973_543626854452800106_n.jpg
rex_ttt,"Bread and roses baby! So glad I got to finish my @demsocialists comrade James’ only tat today at @black_iris_tattoo 🌹NYC don’t forget to vote tomorrow!
.
.
.
.
.
.
.
.
#scientificillustration #qttr  #tttism #tattooist #inked #inkstinctsubmission #inkspiration #lineworktattoo #minimalmood #l4l #nofilterneeded #inkstagram #tattoogirl #blackworkers #blackworktattoo #iblackwork #berkeley #bayareaink #oakland #dotworktattoo #tattrx #modernelectric #dotwork #tattoo #tatuadoresmexicanos #backpiece #rosetattoo #botanicaltattoo #rexttt #nyctattoo",Bnpe_y2gwsA,New York,New York,483,https://instagram.fphl1-1.fna.fbcdn.net/vp/5b899af84a743c6fea3da2bdc2a40060/5C396575/t51.2885-15/e35/40503543_2104699119548943_5511981792936749949_n.jpg?_nc_eui2=AeHiczfNgkCHsz5XpnZye0WEQLg9rzwRK2FWmc72VJXTT6UPMZB2_bWaLHORsnSDku-u0IxR_U0WPK7bgvsS9I6m
brunolevytattoo,"🐍
Done @bandit_studio 
Skull and peony healed 
#traditionaltattoo #snaketattoo #tttism #blackink #blkttt #blackworkers #blackwork #blackworkerssubmission #brooklyntattoo #parloiruk #skulltattoo #peonytattoo",BnTpeaMFjPm,Brooklyn,New York,482,https://instagram.fphl1-1.fna.fbcdn.net/vp/76760cc8a5d66bfb04eec73c377a93fe/5C316CB3/t51.2885-15/e35/39803834_660840210983153_7009617498744029184_n.jpg
inkaholik_birdroad,"🏆💉TATTED AND PIERCED💉🏆 FOLLOW @MRCOLOMBIA @INKAHOLIK_BIRDROAD
8367 SW 40 ST
Miami, FL 33155
(305)392-0966 #Miami#NorthMiami#NorthMiamiBeach#NorthMiamiTattoos#NMB#305#Miami305#tattoo#tattoos#NorthMiamiBeachTattoos#Broward#BrowardCounty#MiamiBeachTattoos#Inkaholik#InkaholikTattoos#DadeCounty#Inkaholiks#SouthBeach#Wynwood#WynwoodTattoos#MiamiTattoos#Tattoos#SouthBeachTattoos#305Tattoos#Ink#BalHarbour#BalHarbourTattoos#blackworkerssubmission
Artist @dayroninkaholik",BnoYoJzBF8M,Miami,Florida,468,https://instagram.fphl1-1.fna.fbcdn.net/vp/8a9a1e7a2bdb8d49b64a1ecadf229957/5C2267A6/t51.2885-15/e35/40538731_1834709273302580_7665478123381943307_n.jpg
inigo.montoya,All things good.  #neotraditionaltattoo#inkedgirls#tatuajes#tatuaje#tattoo#blackwork#blackworktattoo#realismtattoo#inkedup#tatted#tattoosofinstagram#tattooist#neotrad#customtattoo#ladyface#tat#tattoosnob#chickswithtattoos#beardsandtattoos#girlswithtattoos#guyswithtattoos#neotraditional#blackandgrey#blackandgreytattoo#bnginksociety#inked#inkedgirls#ink#inkedlife#inkmaster#inkmasterseason11 @paramountnetwork,BnVBmFFgiS1,Lockport,New York,464,https://instagram.fphl1-1.fna.fbcdn.net/vp/78c63764801aa455a9d4c042c14cc2fd/5C2458E8/t51.2885-15/e35/39756322_2125001881049700_857653296259661824_n.jpg
cassie_rollz,"•
🇺🇸 Going to New York! 🗽
I will be Guest Spotting at 
@fleurnoiretattoo in Brooklyn, NYC
For infos & appointments hit me up on DM 📩
or at my email cassrollztattoo@gmail.com
.
.
.
#blackwork #blackworkers #blackworkerssubmission #blckwrkrs #black #blxckink #blacktattoo #blkttt #onlyblackart #tattoo #radtattoos #tattoodo #tattooartist #tattooist #art #tattooflash #sketch #tattoosketch #girl #girltattoo #flashworkers #love #ink #inked #1930s #vintage #newyork #nyc",Bn07JodnkqJ,Brooklyn,New York,459,https://instagram.fphl1-1.fna.fbcdn.net/vp/6f947b02af9312319a9b7c4ce64b2cb6/5C1C9006/t51.2885-15/e35/40917792_933565353520967_1646517213769867455_n.jpg
skullytattoos,Progress on steph's pant leg.,BnqwSfQnJnB,Venice,California,453,https://instagram.fphl1-1.fna.fbcdn.net/vp/668ba43c2e4a8740265726fde5496403/5C200192/t51.2885-15/e35/41339813_887744781613553_2475746962074877712_n.jpg
blackveiltattoo,"In a Wonderland they lie, dreaming as the days go by, dreaming as the summers die . @mattwmurray .
#blackveiltattoo #blacktattooart #tattooistartmag #darkartists #blackworkerssubmission #inkedmagazine  #blacktattooing #blxckink #tattoodo #tattoosnob #skinartmag #blackwork  #salemma #blackworkers  #darkartistries #salem #btattooing #onlythedarkest #aliceinwonderland #blackworkartists #flashworkers #tattoosnob",Bnbp86rHYJ4,Prattville,Alabama,452,https://instagram.fphl1-1.fna.fbcdn.net/vp/1897be9e85ff8d88c25bec6d682e6082/5C293F15/t51.2885-15/e35/40596229_291297681456543_9003237132992497419_n.jpg
jchalarca,Bad hair day cat for Gabe!!! #TAM @tattooartistmagazine #tattooistartmagazine #tattooistartmag #tattoosnob @tattoosnob #americanatattoos #blackworkers #blackworkersubmission #blackwork #finelinetattoo,BZFSPpJhPSx,New York,New York,452,https://instagram.fphl1-1.fna.fbcdn.net/vp/2847145febcdefc144400c44e7c61de4/5C1C70D9/t51.2885-15/e35/21576897_1956946971219956_7868562201475284992_n.jpg
jchalarca,Bad hair day cat for Gabe!!! #TAM @tattooartistmagazine #tattooistartmagazine #tattooistartmag #tattoosnob @tattoosnob #americanatattoos #blackworkers #blackworkersubmission #blackwork #finelinetattoo,BZFSPpJhPSx,New York,New York,452,https://instagram.fphl1-1.fna.fbcdn.net/vp/2847145febcdefc144400c44e7c61de4/5C1C70D9/t51.2885-15/e35/21576897_1956946971219956_7868562201475284992_n.jpg
katytheladyy,This (space)ship in a bottle tattoo is a lot like that one friend who’s in a relationship they don’t wanna be in....because it has SETTLED. One year healed on Bethany💕,BnTrijkAGDv,Orlando,Florida,450,https://instagram.fphl1-1.fna.fbcdn.net/vp/85c7ce77ca4b89e07043cc2489d8a6e8/5C23CE63/t51.2885-15/e35/39793004_233718573989505_5752117655058251776_n.jpg
jchalarca,Bad hair day cat for Gabe!!! #TAM @tattooartistmagazine #tattooistartmagazine #tattooistartmag #tattoosnob @tattoosnob #americanatattoos #blackworkers #blackworkersubmission #blackwork #finelinetattoo,BZFSPpJhPSx,New York,New York,450,https://instagram.fphl1-1.fna.fbcdn.net/vp/2847145febcdefc144400c44e7c61de4/5C1C70D9/t51.2885-15/e35/21576897_1956946971219956_7868562201475284992_n.jpg
baudnach,"A jester right by a healed piece on @j_buscar . The side faces will fade a bit with healing to let the center face get clearer.
@bandit_studio",Bnq5a5QFBZ0,Brooklyn,New York,449,https://instagram.fphl1-1.fna.fbcdn.net/vp/2b8059e1d2a175bc68fbe5cc9c5ae1a1/5C15B9D5/t51.2885-15/e35/40498495_251455895563202_8684375838575809787_n.jpg?_nc_eui2=AeEl9vSWtdRAIeq7oGOn7SlQKeoVYISpZVnOrmxGwxj3PF5jJ1SClBRm_g8tEv5qiZf9DI3tYwulKNeNis1rhPa4
mrdavidpoe,"It's colder than before
The seasons took all they had come for
Now winter dances here
It seems so fitting don't you think?
To dress the ground in white and grey// triceratops and fern #tattoo done at @moontattoostudio on @cinnamonlitost",BnrPThAh30I,Austin,Texas,448,https://instagram.fphl1-1.fna.fbcdn.net/vp/48409a9eaa9995a6357085cb84c78138/5C1C67FC/t51.2885-15/e35/40460647_277223746224608_2316484291266626290_n.jpg
secrettattooss,"Guys, how cool is this tattoo?? I loved the idea and was so excited to tattoo it, and SO happy with the finished product. A constant reminder that beautiful things can come from the darkest places. Thanks Nathan and thanks for looking!  #bluebonnettattoo #bluebonnet #floralpiece #floraltattoo #floraltattoos #hatching #linework #lineworktattoo #moontattoo #moontattoostudio #austintattooartist #austintattoos #onlythedarkest #blackline #blacklinetattoo #blackwork #blackworkers #blacktattooartist #blacktattoomag #blackworkartists #blackworkerssubmission #btattooing #atx #atxtattoos #atxtattoo #texastattoos #texastattooartist #austintattooshop #ladytattooers #femaletattooers @texas.tattoos",BnCkzxrBeal,Austin,Texas,446,https://instagram.fphl1-1.fna.fbcdn.net/vp/249b7a30334a9c780d9b0073fc6d7b9a/5C3B2A72/t51.2885-15/e35/39296782_252718898713916_5147605217214201856_n.jpg?_nc_eui2=AeGy4wJ-jRi5dVuWBInrhE2334nmVJjPFp0AT9lA5jNYzvocFDw3Z5qpDujP2ulhGJDxSwCjpUEZz2vaV5c-Hr7J
mister_french_,"Strong female lead role. Lady of lightning. Ecoline on stained paper. Looks so much better in person. My phone cam sucks. Lol. 
#tattoo #tattooflash #tattoos #art #inked #traditionaltattoo #tattooed #ink #blackwork #tattooist #tattooartist #tattooart #tattooer #tattoodesign #instatattoo #blackworkers #instaart #tattooflashsheet #flashworkers #flash #amazingink #drawing #design #traditional #tattooing #tattoolife #illustration #traditionalflash #blacktattoo #oldlines",BnrbO_MnZEn,Savannah,Georgia,446,https://instagram.fphl1-1.fna.fbcdn.net/vp/d7f2cd961d869991bfaa91a6d0bbe026/5C2E118D/t51.2885-15/e35/40376765_278228743014537_4426512898702342975_n.jpg
blackbearwhiskey,"When you think your flight departs a day earlier than it actually does, this is what happens. Thanks Rachel for keeping me busy on my surprise extra day! Made @tildeathdenver. -
-
-
-
#atl #atlanta #atlantatattoo #atlantatattooartist #atlantatattoos #404 #blackbearwhiskey #denverart #blackwork #blackclaw #blackworkerssubmission @blackclaw #dotwork #dotworktattoo #tattoo #tattoos #blacktattoo #tattoosnob @tattoosnob #tattoodo #skinartmag #skinart_traditional #dankubinrotary #blackandgray #blackandgreytattoo",BnZnQKtgqlY,Denver,Colorado,439,https://instagram.fphl1-1.fna.fbcdn.net/vp/e7bd502cf358d78f9bc96b295facdc48/5C17E5A3/t51.2885-15/e35/40104858_273955110107129_5502321649968862348_n.jpg
efimero.ep,disintegration / self love / rebirth / freedom🔄,Blgv10xH7v4,San Diego,California,434,https://instagram.fphl1-1.fna.fbcdn.net/vp/327cf9a7ae1c93c54a2770a974ec6b5d/5C27FAE2/t51.2885-15/e35/36838554_493715537745437_619109528444600320_n.jpg
rex_ttt,"Canadian goose and juniper for @hen.wife  who is such a gem and an amazing tattooist! Thank you for your trust!!!!
.
.
.
.
.
.
#scientificillustration #qttr  #tttism #tattooist #inked #inkstinctsubmission #inkspiration #lineworktattoo #minimalmood #l4l #nofilterneeded #inkstagram #tattoogirl #blackworkers #blackworktattoo #iblackwork #berkeley #bayareaink #oakland #dotworktattoo #tattrx #modernelectric #dotwork #tattoo #tatuadoresmexicanos #nyctattoo #stomachtattoo #rexttt #canadiangoose",BnrXbfsHmJW,New York,New York,434,https://instagram.fphl1-1.fna.fbcdn.net/vp/7a81ea53a1be17fc04ed21f587a4b6cd/5C1FF0B5/t51.2885-15/e35/40402557_1818159018303880_4029930216680614003_n.jpg
fleurnoiretattoo,"By @cinarts ➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕➕
#blackworkerssubmission #tttism #tattooartistmagazine #blxckink #inkedmag #darkartists #blacktattooart #tattoodo #radtattoos #equilattera #tattoolife #tattoo2me #btattooing #skinartmag #inkjunkeyz #thebesttattooartists #tattooistartmagazine #TAOT #brooklyn #williamsburg #bushwick #madeinbrooklyn #nyctattoo #williamsburgtattoo #brooklyntattoo #onlyblackart #finelinetattoo #squaretattoo",BnY7t9rlBhC,Brooklyn,New York,426,https://instagram.fphl1-1.fna.fbcdn.net/vp/43d4899afc618cc166a3352f9bb2e26a/5C21820D/t51.2885-15/e35/40207253_221799962024537_41236038997918208_n.jpg
anniemesstattoos,"Tribute in a cone ✨
.
.
.
.
.
#tattoos #tattoo #austin #texas #austintattoo #goldenagetattoo #blxckink #blackworkers #blackwork #blackworkerssubmission #blackworkartists #btattooing #darkartists #blackwork #blacktattoo #blackworkers_tattoo #onlyblackart #512tattoo",BnPkJoGAwGP,Austin,Texas,421,https://instagram.fphl1-1.fna.fbcdn.net/vp/5812c89294dceaeb725334ec66379a5e/5C331082/t51.2885-15/e35/39971181_574418483014379_4095234514823938048_n.jpg
jchalarca,"Oldie but goodie! for appointments email me at info@josechalarcatattoos.com or call the shop at (212) 228-1358 for walk in availability .
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#blackandgreytattoos #tattoos #gangster #blkttt #nyctattooartist #finelinetattoos #blackwork #blackworkers #TAM #blackworkerssubmission #tattooistartmagazine #where_they_tatt  @tattooartistmagazine #tattooistartmag #tattooistartmagazine #tattoodo",BmGcVyKhsqu,New York,New York,417,https://instagram.fphl1-1.fna.fbcdn.net/vp/32d5e03665e8912fd030c6bab9840ae4/5C319850/t51.2885-15/e35/38081222_609961689404627_1569235231523733504_n.jpg
jchalarca,"Oldie but goodie! for appointments email me at info@josechalarcatattoos.com or call the shop at (212) 228-1358 for walk in availability .
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#blackandgreytattoos #tattoos #gangster #blkttt #nyctattooartist #finelinetattoos #blackwork #blackworkers #TAM #blackworkerssubmission #tattooistartmagazine #where_they_tatt  @tattooartistmagazine #tattooistartmag #tattooistartmagazine #tattoodo",BmGcVyKhsqu,New York,New York,417,https://instagram.fphl1-1.fna.fbcdn.net/vp/32d5e03665e8912fd030c6bab9840ae4/5C319850/t51.2885-15/e35/38081222_609961689404627_1569235231523733504_n.jpg
jchalarca,"Oldie but goodie! for appointments email me at info@josechalarcatattoos.com or call the shop at (212) 228-1358 for walk in availability .
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#blackandgreytattoos #tattoos #gangster #blkttt #nyctattooartist #finelinetattoos #blackwork #blackworkers #TAM #blackworkerssubmission #tattooistartmagazine #where_they_tatt  @tattooartistmagazine #tattooistartmag #tattooistartmagazine #tattoodo",BmGcVyKhsqu,New York,New York,417,https://instagram.fphl1-1.fna.fbcdn.net/vp/32d5e03665e8912fd030c6bab9840ae4/5C319850/t51.2885-15/e35/38081222_609961689404627_1569235231523733504_n.jpg
jchalarca,"Felix the bandit — Healed and settled on @felixgitelman for appointments email me at info@josechalarcatattoos.com .
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#blackandgreytattoos #tattoos #gangster #blkttt #nyctattooartist #finelinetattoos #blackwork #blackworkers #TAM #blackworkerssubmission #tattooistartmagazine #where_they_tatt #felixthecat #invisiblenyc #americanatattoos #traditionaltattoos #TAM @tattooartistmagazine #tattooistartmag #tattoosnob @tattoosnob #blackclaw #tattoodo",BmmHAwehZO7,New York,New York,416,https://instagram.fphl1-1.fna.fbcdn.net/vp/84204555f6f68b73656ab484224b8467/5C1C15EF/t51.2885-15/e35/39405404_279406425984490_3694815216329031680_n.jpg
jchalarca,"Felix the bandit — Healed and settled on @felixgitelman for appointments email me at info@josechalarcatattoos.com .
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#blackandgreytattoos #tattoos #gangster #blkttt #nyctattooartist #finelinetattoos #blackwork #blackworkers #TAM #blackworkerssubmission #tattooistartmagazine #where_they_tatt #felixthecat #invisiblenyc #americanatattoos #traditionaltattoos #TAM @tattooartistmagazine #tattooistartmag #tattoosnob @tattoosnob #blackclaw #tattoodo",BmmHAwehZO7,New York,New York,416,https://instagram.fphl1-1.fna.fbcdn.net/vp/84204555f6f68b73656ab484224b8467/5C1C15EF/t51.2885-15/e35/39405404_279406425984490_3694815216329031680_n.jpg
efimero.ep,•talismans•,BlpbA3RnajR,San Diego,California,415,https://instagram.fphl1-1.fna.fbcdn.net/vp/d4f4e7031f35f4425129a69f8201f989/5C35BE99/t51.2885-15/e35/37199831_180863069455097_6651637381986254848_n.jpg
shleydriscoll,"Flash mandala with a little floral smacked on top! Thank you so much to @jklmgirl , for making the 4 hour drive last minute to come fill my open space ♥ Having such a blast in NY
Done @gritnglory
.
Tell me what you think👇🏻!!!
.
.
.
.
#newyork #newyorkcity #newyorktattoo #tattoo #tattoos #tattooguestspot #travelingartist #illustration #minimalist #femaleartist #flash #dotworktattoo #tattoocollection #mandalatattoo #alldotmandala #dotwork #blackline #blackwork #blackworktattoo #blackworkers #blackworkerssubmission #floraltattoo #fineline #floral",BnZ17LRnh0O,New York,New York,415,https://instagram.fphl1-1.fna.fbcdn.net/vp/b0a1fa8235e1ecf1309b84270e43e29e/5C179695/t51.2885-15/e35/40121025_1053446818152688_3325011384560903093_n.jpg
brunolevytattoo,"Few pieces from my flash for Jared
Thank you!! Always such a pleasure to see you
#blkttt #blackworkers #blackink #blackwork #tttism #brooklyntattoo #traditionaltattoo #parloiruk",Bm_PwRtlJib,Brooklyn,New York,397,https://instagram.fphl1-1.fna.fbcdn.net/vp/0249aa51b2ac208d8b95d0e666ffc630/5C3ADFE2/t51.2885-15/e35/39097858_442743989568809_6491643570968068096_n.jpg?_nc_eui2=AeEYEH8b8TijSY41u8tVSQRYlL5fNcb94VEugWVJ0chze6YVevquhaahBCKvVIT6OCk0nweWKN8a3iu5miuKtEo4
dahliasfairytale,"Thank you @laufenwick 🖤✨
Booking is open in PRAGUE and STOCKHOLM. ✉️ dahliasfairytale@gmail.com or DM
#blackclawneedle #pirattattoomachines #stockholm #stockholmtattoo #blackrabbitprague #bw #blackandwhite #blackwork #blackworkerssubmission #blackworkers #praguetattoo #praguestagram #prague #blacktattoo #blacktattooart #illustration #blxckink #btattooing #tattoo #dnestetujem",BnOiB7LBvd5,Orlando,Florida,369,https://instagram.fphl1-1.fna.fbcdn.net/vp/483bf44b63a572d2f76a6234be9e80ad/5C172EAC/t51.2885-15/e35/40234695_153526048904943_3878374226668706655_n.jpg
adrian_flores_sa,"Forgot to show this to you or maybe i did post this sooner either way, imma show it to you. I love doing these pieces, they are super fun, super challenging and super rewarding. Thanks for looking! #spartan #spartanwarrior #spartantattoo #spartans #300 #warrior #spartanrace #leonidas #blackandgrey #blackandgreytattoo #blackandgreytattoos #blackworkerssubmission #blackwork #blackworktattoo #blackandgreytattoos #realistictattoo #realism #portrait #portraittattoo #portraittattoos #sanantoniotattooshop #sanantoniotattooartist #sanantoniotattooshops #sanantoniotattooartists @allstartattoosa @fusion_ink @stencilgreen @bishoprotary @texasinkedmagazine @texastattooartists @heliostattoo @sullenclothing @tattoos_of_instagram @tattoolife @tattoosnob @tattoo_artwork #blackworktattoo",BnCwXLnhWfd,San Antonio,Texas,368,https://instagram.fphl1-1.fna.fbcdn.net/vp/328ad42ed7a51bc15493ef0da774e184/5C1693FA/t51.2885-15/e35/40079374_1918383135129435_8818779614991089664_n.jpg
saili_ink,"Wip. Needs one more session. Thank you again Anna for choosing this badass lady;)
Done at @blkserum",Bnpm_RKl3iK,San Francisco,California,360,https://instagram.fphl1-1.fna.fbcdn.net/vp/0b99b4a810808101faed2a5a31a2c3bc/5C1DB730/t51.2885-15/e35/40925740_329851287584103_7280728934799316034_n.jpg
rex_ttt,"Canadian goose and juniper for @hen.wife  who is such a gem and an amazing tattooist! Thank you for your trust!!!!
.
.
.
.
.
.
#scientificillustration #qttr  #tttism #tattooist #inked #inkstinctsubmission #inkspiration #lineworktattoo #minimalmood #l4l #nofilterneeded #inkstagram #tattoogirl #blackworkers #blackworktattoo #iblackwork #berkeley #bayareaink #oakland #dotworktattoo #tattrx #modernelectric #dotwork #tattoo #tatuadoresmexicanos #nyctattoo #stomachtattoo #rexttt #canadiangoose",BnrXbfsHmJW,New York,New York,357,https://instagram.fphl1-1.fna.fbcdn.net/vp/7a81ea53a1be17fc04ed21f587a4b6cd/5C1FF0B5/t51.2885-15/e35/40402557_1818159018303880_4029930216680614003_n.jpg
